key,dish_id,eaten_at,eaten_at_utc_offset,image_id,weight,description,remarks,all_food_items
wrah5h,363932,2022-05-16T10:22:58Z,120,e3bda09e-e437-4ac8-bfbf-4f282e801bfc,79.0,poulet grillé,dîner,"poulet grillé, ratatouille, pain/galette "
p96w4a,365698,2022-05-24T12:26:27Z,120,0cd8772f-8d7a-427d-b11c-ff2bc6b5b13f,32.0,pain libanais,,"pain libanais, fenouil farci avec sauce tomate"
ppf8hc,364830,2022-05-20T10:22:21Z,120,9b6c62f6-4f81-4ec4-989f-ce06be0b6e9d,94.0,salade de carottes ,,"salade de carottes , vinaigrette "
ppf8hc,364925,2022-05-20T17:22:17Z,120,67a7b618-09c9-4beb-a43c-4bbc1f9e4cbc,35.0,cracotte craquinette fraise,,Cracotte craquinette fraise
6fwmw2,361456,2022-05-09T10:38:18Z,120,1ddcaacb-fd1a-4ee3-a08b-a3721350d9a9,42.0,fajitas galette ,,"Fajitas galette , Brochette de poulet façon thaï , Mélange de légumes "
m4egh2,363761,2022-05-15T16:48:41Z,120,7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,28.0,concombre,,"Salade de riz, poivon,cornichon, Salade de pâtes, cornichon, fromage, tomate, Sauce coktail, Crevettes , Concombre, Sauce salade"
wrah5h,365493,2022-05-23T10:29:17Z,120,511a8f5c-2aad-4603-bdd4-39abc8eb9bcc,62.0,saumon grillé ,dîner,"riz, caviar aubergines , saumon grillé "
2ahgvr,358749,2022-05-02T07:41:31Z,120,aa859e5b-563f-472c-9914-036722ebf60e,8.0,graines de chia,Mélange,"Blanc battu, Flocons d'avoine, Graines de chia, Miel"
p96w4a,359728,2022-05-04T15:59:04Z,120,c0fc63a2-21db-448b-875a-c736a595bd0a,6.0,graines de chia,Bircher,"graines de chia, flocon d'avoines"
ppf8hc,361657,2022-05-09T18:35:19Z,120,ff685db2-7bab-4f77-b596-fb10a8287f84,161.0,quiche lorraine ,,quiche lorraine 
m4egh2,365795,2022-05-25T05:20:11Z,120,9942fa79-be93-458e-b6a9-22fda9333ff4,96.0,myrtilles,,"Mélange de céréales , Myrtilles, Yogourt orange sanguine, Jus de fruit : raisin, orange, banane , mangue fruit de la passion , Espresso"
p96w4a,363181,2022-05-13T18:15:06Z,120,8e09dfe1-3c68-435f-8352-e7d32f9f9de7,9.0,vinaigre balsamique ,vinaigrette ,"salade, tomate, huile olive , vinaigre aux herbes , vinaigre balsamique "
ppf8hc,365513,2022-05-23T12:42:40Z,120,8558ccd5-6346-4e72-8263-f3e9c80d7597,21.0,kinder ,,Kinder 
wrah5h,359586,2022-05-04T10:18:36Z,120,f727ac79-973e-4b92-8f2b-cda94222d4a7,52.0,porc,dîner,"polenta , aubergine grillée , porc, sauce blanche (crème, moutarde)"
m4egh2,363761,2022-05-15T16:48:41Z,120,7ff5fe61-b9cd-45c6-8df8-44a690a86b0c,95.0,"salade de riz, poivon,cornichon",,"Salade de riz, poivon,cornichon, Salade de pâtes, cornichon, fromage, tomate, Sauce coktail, Crevettes , Concombre, Sauce salade"
m4egh2,366147,2022-05-27T08:25:06Z,120,0babd97c-30ea-4b6d-9a13-32aff4add8f8,130.0,pêche,,"Pêche, pêche"
wrah5h,359754,2022-05-04T17:21:31Z,120,19a2e7b0-7aad-44c5-b52a-d67294d4ef49,39.0,avocat,souper,"galette wraps, demi crème acidulée , avocat, tomates, carottes , tranche jambon , gruyère râpé"
8japfq,358873,2022-05-02T11:48:18Z,120,9acfba1f-6eaa-4d72-84ed-f7653e464195,57.0,gâteau au chocolat ,,Gâteau au chocolat 
ppf8hc,365674,2022-05-24T10:21:42Z,120,1af5d4ff-9633-44b1-96d6-887426c71a4b,142.0,pomme,,pomme
xjvrtk,362757,2022-05-12T15:14:53Z,120,3d828624-e384-44e7-99f6-4c8a4e6f0ba4,125.0,fraises,super faim,"fraises, fraises"
ppf8hc,362937,2022-05-13T07:13:09Z,120,23166ad4-f303-46da-ab59-6d3b8943e904,94.0,pain au céréales ,,"pain au céréales , pâte à tartiner au chocolat "
wrah5h,364202,2022-05-17T10:17:16Z,120,115dbd14-27ca-4200-a232-fa9f3eb9bad7,74.0,poulet grillé ,dîner,"pâtes , haricots verts, poulet grillé , parmesan râpé "
p96w4a,363697,2022-05-15T13:10:44Z,120,fab584a3-42d9-4217-a493-ec0d71878e56,80.0,mozarella ,,"mozarella , tomate , salade verte , oignons nouveaux , carotte, graine de tournesol, œuf , huile d'olive , vinaigre balsamique crème , houmous au basilic (acheté)"
2ahgvr,364191,2022-05-17T10:00:01Z,120,c476a6d0-acb2-45fd-b168-84822bc98003,315.0,salade grecque,"Poivrons, concombre, oignons frais, olives, feta ","Salade grecque, Sauce à salade maison"
wrah5h,365391,2022-05-22T17:13:56Z,120,ee492174-b956-48fe-a4cb-4f059c9bc233,64.0,saumon grillé ,souper,"saumon grillé , riz complet , salade carotte et maïs "
8japfq,364713,2022-05-19T18:16:12Z,120,5d0823ed-be11-45f2-9ae8-7eb63951ab22,82.0,muffin à la rhubarbe ,,Muffin à la rhubarbe 
wrah5h,359207,2022-05-03T10:17:17Z,120,712f4686-2c54-47d3-a8f2-811e15f6e76b,86.0,mangue,dîner,"quinoa, mangue, betterave, avocat , carotte râpées, tomate, tofu à la mangue , échalotes , oignons en bottes , sauce vinaigrette "
p8a2w5,361109,2022-05-08T12:02:33Z,120,4048070b-7b7b-4096-a3fe-14cf2198ec2d,76.0,rosé ,,rosé 
wrah5h,358424,2022-05-01T08:48:12Z,120,f362f600-6edc-47fa-a44a-4f443a173953,33.0,pancake,déjeuner,"pancake, pépites de chocolat noir, pancake, pépites de chocolat noir"
ppf8hc,364074,2022-05-16T19:03:16Z,120,2833b10a-52c7-409b-ad86-f6147c323f9e,14.0,parmesan ,,"risotto aux asperges , parmesan "
p8a2w5,364991,2022-05-20T21:07:00Z,120,0845ef8b-a437-4236-a4f5-49280aac5c51,21.0,barre de chocolat kinder,,"barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder, barre de chocolat kinder"
wrah5h,359754,2022-05-04T17:21:31Z,120,19a2e7b0-7aad-44c5-b52a-d67294d4ef49,27.0,tranche jambon ,souper,"galette wraps, demi crème acidulée , avocat, tomates, carottes , tranche jambon , gruyère râpé"
p96w4a,365397,2022-05-22T17:37:14Z,120,4e021399-8a90-44fe-b06c-0955cd2280f7,27.0,pêche ,,"riz, tomate cerise, pêche , maïs, asperges, thon, haricot rouge, oeuf, sauce à salade"
m4egh2,358730,2022-05-02T06:54:48Z,120,8a41cd13-4903-4d5b-89c0-00c1973566b9,60.0,espresso ,,Espresso 
xjvrtk,359391,2022-05-03T17:10:28Z,120,1e0291cb-b069-4a2b-9381-8db3239b367b,200.0,pomme,souper,"oeuf dur, pomme"
xjvrtk,358883,2022-05-02T12:33:52Z,120,b53715cb-f3f5-4abf-bd1d-b7264f7f0a86,275.0,ratatouille,midi,"boulgour, ratatouille, œuf dur "
6fwmw2,360505,2022-05-06T16:48:52Z,120,5b6177d5-0d26-4a44-8697-8f007fe9ff1c,86.0,haricots coco,,"Semoule , Œufs au plat, Haricots coco, Parmesan râpé"
2ahgvr,366724,2022-05-31T10:23:39Z,120,59b1807f-eb91-443d-9315-11b6fa7c948d,54.0,cerises,,Cerises
2ahgvr,366704,2022-05-31T08:18:33Z,120,cca1db77-eb8e-454d-8ea2-e23840f01b97,10.0,son d'avoine,Muesli,"Yogourt nature, Flocons d'avoine, Son d'avoine, Miel, Graine de chia, Purée d'amande"
wrah5h,363932,2022-05-16T10:22:58Z,120,e3bda09e-e437-4ac8-bfbf-4f282e801bfc,106.0,ratatouille,dîner,"poulet grillé, ratatouille, pain/galette "
wrah5h,358621,2022-05-01T17:58:27Z,120,5e117510-fc82-4a06-a502-12983d55aac5,124.0,poisson,souper,"riz, poisson, légumes sautés (carottes, poireaux)"
xjvrtk,364420,2022-05-18T09:51:02Z,120,f0284a02-724e-4310-940d-e0fdd9893c70,67.0,brocolis,mifi,"brocolis, concombre, ananas, tomate, huile d'olive, vinaigre, graines de courge"
p96w4a,365397,2022-05-22T17:37:14Z,120,4e021399-8a90-44fe-b06c-0955cd2280f7,42.0,thon,,"riz, tomate cerise, pêche , maïs, asperges, thon, haricot rouge, oeuf, sauce à salade"
p8a2w5,362829,2022-05-12T18:03:34Z,120,82b53493-1c97-472b-9ec6-8cc698b8cfe4,185.0,riz,,"riz, dalh de lentilles corail (lentilles corail, oignon, carottes, tomates concassées, 1CS huilde d'olive, épices)"
6fwmw2,361787,2022-05-10T08:34:44Z,120,9d7b61b8-02b0-4d63-838a-54edfe54552b,19.0,blevita ,,Blevita 
p96w4a,365337,2022-05-22T12:53:44Z,120,ea5f58cc-2c17-4ecc-ad47-54141658e911,19.0,radis,,"pain, beurre , jambon, oignon, crème balsamique , radis, salami"
ppf8hc,366477,2022-05-29T18:14:48Z,120,f3337fd9-3578-4c7f-9384-bd7ee642348b,172.0,pomme de terre au four ,,"pomme de terre au four , poivrons , ketchup "
